learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.022154692187093317,10,0.8156508960975213,0.9656162024057957,5
0.014689020329946123,6,0.63246326021765,0.3885062653988755,21
0.020288844875205592,13,0.2033368687122974,0.4352057916265874,19
0.009196542253491343,12,0.3519316402053558,0.23422910695627813,23
0.02341087665785431,4,0.6111545961915192,0.669164479362356,5
0.019512501335426764,14,0.36413434386566756,0.057139814688945745,16
0.015741181451953915,8,0.2217170014783062,0.19919551859153684,25
0.0253045190304392,6,0.9583236085301565,0.8406943630412897,21
0.029618749559027442,4,0.8287608650582938,0.37921979617210183,5
0.030847672393799506,11,0.5510714616429563,0.7550028238745473,9
